Time_UTCG_,Azimuth_deg_,Elevation_deg_,Range_km_,x_km_,y_km_,z_km_,vx_km_sec_,vy_km_sec_,vz_km_sec_,eci_x_m,eci_y_m,eci_z_m,obs_vector_x,obs_vector_y,obs_vector_z
1 Jan 2025 00:54:23.000,270.683,5.487,4041.947171,-5396.044266,4591.69185,3418.674404,-4.942773,-2.468531,-4.489015,2575549.336,3911174.587,4323759.552,-0.995347195514845,0.0118656966220933,0.0956199018217722
1 Jan 2025 00:54:24.000,270.597,5.512,4039.509076,-5400.98483,4589.221442,3414.183988,-4.938353,-2.47229,-4.491818,2575191.165,3911209.367,4323941.424,-0.995322069946795,0.0103712487339294,0.0960542257088474
1 Jan 2025 00:54:25.000,270.51,5.537,4037.077707,-5405.920972,4586.747278,3409.690771,-4.933929,-2.476046,-4.494618,2574832.987,3911244.12,4324123.288,-0.995294665941437,0.00885953014794326,0.0964885313085539
1 Jan 2025 00:54:26.000,270.424,5.562,4034.653068,-5410.852688,4584.269358,3405.194756,-4.929501,-2.479801,-4.497414,2574474.831,3911278.843,4324305.129,-0.995264648111294,0.00736528794488468,0.096922818538206
1 Jan 2025 00:54:27.000,270.337,5.587,4032.235176,-5415.779974,4581.787684,3400.695947,-4.925069,-2.483553,-4.500206,2574116.668,3911313.539,4324486.96,-0.995232299895439,0.00585378461769487,0.0973570873151216
1 Jan 2025 00:54:28.000,270.251,5.612,4029.824047,-5420.702826,4579.302259,3396.194348,-4.920632,-2.487303,-4.502994,2573758.468,3911348.21,4324668.798,-0.995197390845996,0.00435976515530371,0.0977913375566221
1 Jan 2025 00:54:29.000,270.164,5.637,4027.419693,-5425.621239,4576.813085,3391.689963,-4.916192,-2.491052,-4.505779,2573400.262,3911382.855,4324850.626,-0.995160099501288,0.00284849431183888,0.0982255691800322
1 Jan 2025 00:54:30.000,270.077,5.662,4025.022132,-5430.53521,4574.320163,3387.182794,-4.911748,-2.494798,-4.50856,2573042.049,3911417.472,4325032.446,-0.995120323830114,0.0013373465151513,0.0986597821026805
1 Jan 2025 00:54:31.000,269.99,5.686,4022.631369,-5435.444734,4571.823496,3382.672846,-4.907299,-2.498542,-4.511337,2572683.857,3911452.06,4325214.242,-0.995079793493183,-0.000173674188928858,0.0990766088380091
1 Jan 2025 00:54:32.000,269.903,5.711,4020.247423,-5440.349808,4569.323086,3378.160123,-4.902847,-2.502285,-4.514111,2572325.658,3911486.62,4325396.03,-0.995035057640783,-0.00168456548847796,0.0995107848673641
1 Jan 2025 00:54:33.000,269.816,5.736,4017.870305,-5445.250428,4566.818934,3373.644628,-4.89839,-2.506025,-4.516881,2571967.424,3911521.156,4325577.823,-0.994987838369813,-0.00319532072321265,0.0999449419512703
1 Jan 2025 00:54:34.000,269.728,5.76,4015.500031,-5450.146589,4564.311043,3369.126364,-4.89393,-2.509763,-4.519647,2571609.182,3911555.665,4325759.608,-0.994939805488762,-0.00472330880929398,0.100361714851215
1 Jan 2025 00:54:35.000,269.641,5.785,4013.136617,-5455.038288,4561.799415,3364.605336,-4.889466,-2.513499,-4.52241,2571250.933,3911590.147,4325941.383,-0.994887601547732,-0.00623378067437733,0.100795834562272
1 Jan 2025 00:54:36.000,269.553,5.809,4010.78007,-5459.92552,4559.284052,3360.081548,-4.884997,-2.517233,-4.525169,2570892.706,3911624.598,4326123.135,-0.994834546448572,-0.00776148031052664,0.101212571431874
1 Jan 2025 00:54:37.000,269.466,5.833,4008.430406,-5464.808282,4556.764956,3355.555002,-4.880524,-2.520966,-4.527924,2570534.472,3911659.023,4326304.879,-0.994779133013208,-0.00927166787946491,0.101629290542756
1 Jan 2025 00:54:38.000,269.378,5.858,4006.087639,-5469.686569,4554.242128,3351.025703,-4.876048,-2.524696,-4.530676,2570176.202,3911693.423,4326486.628,-0.994719283215203,-0.0107990449924625,0.102063353987038
1 Jan 2025 00:54:39.000,269.29,5.882,4003.751787,-5474.560378,4551.715572,3346.493655,-4.871567,-2.528423,-4.533423,2569817.925,3911727.796,4326668.368,-0.994658687650319,-0.0123262799514257,0.102480036613503
1 Jan 2025 00:54:40.000,269.202,5.906,4001.422855,-5479.429704,4549.185289,3341.95886,-4.867083,-2.532149,-4.536168,2569459.669,3911762.14,4326850.085,-0.994595572840247,-0.013853351819175,0.102896701258859
1 Jan 2025 00:54:41.000,269.114,5.93,3999.10086,-5484.294544,4546.651281,3337.421323,-4.862594,-2.535873,-4.538908,2569101.407,3911796.456,4327031.793,-0.994529939154921,-0.0153802561920661,0.103313347849997
1 Jan 2025 00:54:42.000,269.025,5.955,3996.785816,-5489.154893,4544.11355,3332.881048,-4.858102,-2.539595,-4.541645,2568743.108,3911830.748,4327213.507,-0.994459681419255,-0.0169243144880315,0.103747335438672
1 Jan 2025 00:54:43.000,268.937,5.979,3994.477737,-5494.010747,4541.572099,3328.338038,-4.853605,-2.543315,-4.544377,2568384.803,3911865.012,4327395.212,-0.994388977261393,-0.018450866514456,0.104163944942128
1 Jan 2025 00:54:44.000,268.849,6.003,3992.176639,-5498.862103,4539.026928,3323.792297,-4.849105,-2.547032,-4.547107,2568026.49,3911899.25,4327576.908,-0.9943157553944,-0.0199772377736653,0.104580536169016
1 Jan 2025 00:54:45.000,268.76,6.026,3989.882529,-5503.708957,4536.478041,3319.243829,-4.8446,-2.550748,-4.549832,2567668.199,3911933.457,4327758.581,-0.994241472728132,-0.0215208162775385,0.104979752210334
1 Jan 2025 00:54:46.000,268.671,6.05,3987.595423,-5508.551304,4533.92544,3314.692636,-4.840092,-2.554461,-4.552554,2567309.901,3911967.638,4327940.244,-0.994162794834735,-0.0230641658356116,0.10539630743388
1 Jan 2025 00:54:47.000,268.582,6.074,3985.315336,-5513.38914,4531.369126,3310.138725,-4.835579,-2.558173,-4.555272,2566951.567,3912001.794,4328121.914,-0.994081546897534,-0.0246073185779714,0.105812844164629
1 Jan 2025 00:54:48.000,268.494,6.098,3983.042284,-5518.222463,4528.809102,3305.582096,-4.831063,-2.561882,-4.557986,2566593.227,3912035.923,4328303.575,-0.993998185610146,-0.0261329214365288,0.106229362329495
1 Jan 2025 00:54:49.000,268.405,6.122,3980.776272,-5523.051266,4526.24537,3301.022756,-4.826542,-2.565589,-4.560697,2566234.908,3912070.022,4328485.212,-0.99391182582976,-0.0276756684629649,0.106645861855397
1 Jan 2025 00:54:50.000,268.315,6.145,3978.517319,-5527.875548,4523.677931,3296.460707,-4.822018,-2.569294,-4.563404,2565876.553,3912104.096,4328666.855,-0.993824254862744,-0.0292356055462899,0.107044989676554
1 Jan 2025 00:54:51.000,268.226,6.169,3976.265437,-5532.695302,4521.106788,3291.895953,-4.81749,-2.572998,-4.566107,2565518.219,3912138.141,4328848.475,-0.993732738378118,-0.0307779288513743,0.107461452489465
1 Jan 2025 00:54:52.000,268.137,6.192,3974.020644,-5537.510527,4518.531943,3287.328497,-4.812957,-2.576698,-4.568806,2565159.85,3912172.162,4329030.1,-0.993640535788781,-0.0323200939228975,0.107860544993057
1 Jan 2025 00:54:53.000,268.047,6.216,3971.782945,-5542.321218,4515.953399,3282.758344,-4.808421,-2.580397,-4.571502,2564801.474,3912206.155,4329211.717,-0.993543300229271,-0.0338793176015418,0.10827697081274
1 Jan 2025 00:54:54.000,267.958,6.239,3969.552358,-5547.12737,4513.371156,3278.185498,-4.803881,-2.584094,-4.574194,2564443.12,3912240.118,4329393.31,-0.993445957795005,-0.0354210380642191,0.108676027730216
1 Jan 2025 00:54:55.000,267.868,6.263,3967.328895,-5551.92898,4510.785218,3273.609961,-4.799337,-2.587789,-4.576882,2564084.758,3912274.055,4329574.894,-0.993343515221942,-0.0369797982347162,0.109092416276457
1 Jan 2025 00:54:56.000,267.778,6.286,3965.112574,-5556.726044,4508.195586,3269.031738,-4.794789,-2.591481,-4.579566,2563726.361,3912307.966,4329756.484,-0.993240362422214,-0.0385383913100146,0.109491437339292
1 Jan 2025 00:54:57.000,267.688,6.309,3962.9034,-5561.518557,4505.602263,3264.450833,-4.790237,-2.595172,-4.582247,2563367.956,3912341.851,4329938.065,-0.993134604201099,-0.0400967451079621,0.109890440758391
1 Jan 2025 00:54:58.000,267.598,6.332,3960.701391,-5566.306517,4503.00525,3259.867249,-4.785681,-2.59886,-4.584924,2563009.545,3912375.709,4330119.637,-0.993026241073612,-0.0416548550381557,0.110289426469457
1 Jan 2025 00:54:59.000,267.508,6.355,3958.506559,-5571.089919,4500.404551,3255.28099,-4.781121,-2.602546,-4.587597,2562651.155,3912409.536,4330301.186,-0.992915273563184,-0.0432127165112677,0.110688394408197
1 Jan 2025 00:55:00.000,267.418,6.378,3956.318922,-5575.868759,4497.800166,3250.692059,-4.776557,-2.60623,-4.590266,2562292.758,3912443.337,4330482.726,-0.992801702201652,-0.0447703249390487,0.111087344510319
1 Jan 2025 00:55:01.000,267.327,6.401,3954.138485,-5580.643034,4495.192098,3246.100461,-4.771989,-2.609912,-4.592932,2561934.326,3912477.113,4330664.272,-0.992684718807592,-0.0463450013581882,0.111486276711537
1 Jan 2025 00:55:02.000,267.237,6.424,3951.965266,-5585.412738,4492.580349,3241.5062,-4.767418,-2.613592,-4.595594,2561575.886,3912510.862,4330845.809,-0.992565914196693,-0.0479020878616918,0.111885190947565
1 Jan 2025 00:55:03.000,267.146,6.447,3949.799276,-5590.177869,4489.964921,3236.909278,-4.762842,-2.61727,-4.598252,2561217.468,3912544.581,4331027.322,-0.992443644013362,-0.049476228933137,0.11228408715412
1 Jan 2025 00:55:04.000,267.056,6.47,3947.640534,-5594.938422,4487.345817,3232.309701,-4.758263,-2.620945,-4.600906,2560859.044,3912578.273,4331208.827,-0.992319608400139,-0.0510327749906656,0.112682965266925
1 Jan 2025 00:55:05.000,266.965,6.493,3945.489045,-5599.694394,4484.723038,3227.70747,-4.753679,-2.624619,-4.603556,2560500.583,3912611.941,4331390.337,-0.992192053727603,-0.0526063620138203,0.113081825221702
1 Jan 2025 00:55:06.000,266.874,6.515,3943.344826,-5604.445781,4482.096586,3223.102592,-4.749092,-2.62829,-4.606203,2560142.115,3912645.581,4331571.838,-0.992063821477916,-0.0541797718651531,0.113463326389073
1 Jan 2025 00:55:07.000,266.783,6.538,3941.207893,-5609.192578,4479.466465,3218.495068,-4.744501,-2.631959,-4.608846,2559783.64,3912679.195,4331753.331,-0.991930964006573,-0.0557527873615884,0.113862150631383
1 Jan 2025 00:55:08.000,266.692,6.56,3939.078252,-5613.934782,4476.832675,3213.884903,-4.739905,-2.635626,-4.611486,2559425.187,3912712.778,4331934.8,-0.991797443414859,-0.0573256233405938,0.114243617521341
1 Jan 2025 00:55:09.000,266.601,6.583,3936.95592,-5618.672389,4474.19522,3209.272101,-4.735306,-2.639291,-4.614121,2559066.727,3912746.335,4332116.26,-0.991659285576679,-0.058898048530954,0.114642405805168
1 Jan 2025 00:55:10.000,266.509,6.605,3934.84091,-5623.405395,4471.554101,3204.656665,-4.730704,-2.642954,-4.616753,2558708.231,3912779.867,4332297.726,-0.991519423526529,-0.060487597236195,0.115023838182405
1 Jan 2025 00:55:11.000,266.418,6.628,3932.733238,-5628.133797,4468.90932,3200.038599,-4.726097,-2.646614,-4.619381,2558349.728,3912813.371,4332479.183,-0.991375940389198,-0.062059410847188,0.115422590261758
1 Jan 2025 00:55:12.000,266.326,6.65,3930.632911,-5632.857589,4466.260879,3195.417908,-4.721486,-2.650273,-4.622005,2557991.247,3912846.846,4332660.617,-0.991230712350693,-0.0636483407582755,0.115803987890987
1 Jan 2025 00:55:13.000,266.234,6.672,3928.539944,-5637.576769,4463.608782,3190.794594,-4.716872,-2.653929,-4.624625,2557632.73,3912880.297,4332842.057,-0.991082791649193,-0.0652369546787179,0.116185368446675
1 Jan 2025 00:55:14.000,266.143,6.694,3926.454356,-5642.291332,4460.953029,3186.168662,-4.712253,-2.657583,-4.627242,2557274.235,3912913.717,4333023.472,-0.990933345117252,-0.0668079527846529,0.116566731872593
1 Jan 2025 00:55:15.000,266.051,6.716,3924.37615,-5647.001275,4458.293623,3181.540115,-4.707631,-2.661235,-4.629854,2556915.704,3912947.114,4333204.894,-0.990780068802519,-0.0683959230470967,0.116948078112514
1 Jan 2025 00:55:16.000,265.959,6.739,3922.305343,-5651.706594,4455.630566,3176.908957,-4.703005,-2.664885,-4.632463,2556557.166,3912980.483,4333386.307,-0.990622058989831,-0.0699834186978344,0.117346739835883
1 Jan 2025 00:55:17.000,265.867,6.76,3920.241953,-5656.407285,4452.963861,3172.275192,-4.698375,-2.668532,-4.635068,2556198.65,3913013.822,4333567.696,-0.990465444901345,-0.0715708679124189,0.117710718809476
1 Jan 2025 00:55:18.000,265.774,6.782,3918.185985,-5661.103344,4450.293509,3167.638824,-4.693741,-2.672178,-4.63767,2555840.127,3913047.134,4333749.077,-0.990302821706322,-0.0731751170119527,0.118092013154077
1 Jan 2025 00:55:19.000,265.682,6.804,3916.137454,-5665.794766,4447.619513,3162.999857,-4.689103,-2.675821,-4.640267,2555481.568,3913080.422,4333930.463,-0.99013875925599,-0.0747617345624098,0.118473290087802
1 Jan 2025 00:55:20.000,265.59,6.826,3914.096379,-5670.48155,4444.941874,3158.358294,-4.684461,-2.679462,-4.642861,2555123.002,3913113.682,4334111.84,-0.989972008967953,-0.0763480026599669,0.118854549554438
1 Jan 2025 00:55:21.000,265.497,6.848,3912.062763,-5675.163689,4442.260596,3153.714138,-4.679816,-2.683101,-4.645451,2554764.429,3913146.916,4334293.209,-0.989801211212573,-0.0779511918319652,0.119235791497773
1 Jan 2025 00:55:22.000,265.405,6.869,3910.036624,-5679.841181,4439.57568,3149.067395,-4.675166,-2.686738,-4.648037,2554405.877,3913180.119,4334474.554,-0.989631140608345,-0.0795369109354656,0.119599687863594
1 Jan 2025 00:55:23.000,265.312,6.891,3908.017978,-5684.514022,4436.887128,3144.418068,-4.670513,-2.690372,-4.65062,2554047.319,3913213.296,4334655.89,-0.989454893884318,-0.0811393721241187,0.119980895394549
1 Jan 2025 00:55:24.000,265.219,6.912,3906.006831,-5689.182208,4434.194943,3139.76616,-4.665856,-2.694004,-4.653198,2553688.725,3913246.447,4334837.231,-0.989277999905208,-0.0827416335987111,0.120344758809711
1 Jan 2025 00:55:25.000,265.126,6.934,3904.003198,-5693.845735,4431.499127,3135.111675,-4.661195,-2.697635,-4.655773,2553330.124,3913279.572,4335018.564,-0.989096279282861,-0.0843433442583948,0.120725931713576
1 Jan 2025 00:55:26.000,265.033,6.955,3902.007096,-5698.504599,4428.799681,3130.454618,-4.656531,-2.701263,-4.658344,2552971.545,3913312.667,4335199.874,-0.988913925340376,-0.0859448533257075,0.121089761973138
1 Jan 2025 00:55:27.000,264.94,6.976,3900.018531,-5703.158797,4426.096609,3125.794992,-4.651862,-2.704888,-4.660911,2552612.93,3913345.738,4335381.189,-0.988728845597785,-0.0875459808783633,0.121453575965951
1 Jan 2025 00:55:28.000,264.846,6.998,3898.037518,-5707.808324,4423.389912,3121.1328,-4.64719,-2.708512,-4.663474,2552254.337,3913378.779,4335562.481,-0.988537367115726,-0.089163784345694,0.121834696934259
1 Jan 2025 00:55:29.000,264.753,7.019,3896.064075,-5712.453177,4420.679593,3116.468047,-4.642514,-2.712133,-4.666034,2551895.708,3913411.795,4335743.778,-0.988346804191613,-0.0907641269946488,0.122198477466478
1 Jan 2025 00:55:30.000,264.66,7.04,3894.098205,-5717.093352,4417.965654,3111.800736,-4.637834,-2.715752,-4.66859,2551537.072,3913444.784,4335925.067,-0.98815351785967,-0.0923640735335267,0.122562241583007
1 Jan 2025 00:55:31.000,264.566,7.061,3892.139926,-5721.728845,4415.248097,3107.130872,-4.63315,-2.719369,-4.671141,2551178.457,3913477.743,4336106.332,-0.987955868805372,-0.0939808622200447,0.122925989234981
1 Jan 2025 00:55:32.000,264.472,7.082,3890.189254,-5726.359653,4412.526924,3102.458458,-4.628463,-2.722984,-4.673689,2550819.836,3913510.675,4336287.588,-0.987755441851767,-0.0955972381527678,0.123289720373534
1 Jan 2025 00:55:33.000,264.378,7.103,3888.246193,-5730.985771,4409.802137,3097.783497,-4.623771,-2.726596,-4.676234,2550461.179,3913543.583,4336468.85,-0.987552237848815,-0.0972131963516913,0.123653434949805
1 Jan 2025 00:55:34.000,264.285,7.124,3886.310761,-5735.607195,4407.073739,3093.105995,-4.619076,-2.730206,-4.678774,2550102.515,3913576.463,4336650.103,-0.987347982392099,-0.0988114993804376,0.124017132914934
1 Jan 2025 00:55:35.000,264.191,7.144,3884.382972,-5740.223923,4404.341732,3088.425954,-4.614377,-2.733814,-4.68131,2549743.844,3913609.317,4336831.347,-0.987141414622923,-0.100426830524421,0.124363496441173
1 Jan 2025 00:55:36.000,264.096,7.165,3882.462833,-5744.83595,4401.606118,3083.743378,-4.609674,-2.73742,-4.683843,2549385.195,3913642.14,4337012.567,-0.986928137684917,-0.102058738707488,0.124727161834213
1 Jan 2025 00:55:37.000,264.002,7.186,3880.550358,-5749.443272,4398.8669,3079.058272,-4.604968,-2.741024,-4.686372,2549026.539,3913674.937,4337193.779,-0.986713840110676,-0.103672980421774,0.12509081047187
1 Jan 2025 00:55:38.000,263.908,7.206,3878.645566,-5754.045886,4396.124079,3074.370638,-4.600257,-2.744625,-4.688897,2548667.848,3913707.709,4337374.997,-0.986498946944751,-0.105287011903727,0.12543712688547
1 Jan 2025 00:55:39.000,263.813,7.226,3876.748459,-5758.643787,4393.377657,3069.680482,-4.595543,-2.748224,-4.691418,2548309.149,3913740.454,4337556.205,-0.986279427646945,-0.10691781814658,0.125783428014937
1 Jan 2025 00:55:40.000,263.719,7.247,3874.859054,-5763.236972,4390.627638,3064.987806,-4.590825,-2.751821,-4.693935,2547950.472,3913773.169,4337737.39,-0.986056798472729,-0.108530721857296,0.126147027705159
1 Jan 2025 00:55:41.000,263.624,7.267,3872.977368,-5767.825438,4387.874024,3060.292615,-4.586104,-2.755415,-4.696449,2547591.788,3913805.856,4337918.566,-0.985831671071415,-0.110160619247286,0.12649329737024
1 Jan 2025 00:55:42.000,263.53,7.287,3871.103404,-5772.40918,4385.116815,3055.594913,-4.581378,-2.759008,-4.698959,2547233.068,3913838.52,4338099.748,-0.985605680544188,-0.111772852800811,0.126839551622496
1 Jan 2025 00:55:43.000,263.435,7.308,3869.237184,-5776.988195,4382.356016,3050.894702,-4.576649,-2.762598,-4.701464,2546874.341,3913871.156,4338280.921,-0.985372748948853,-0.113401571781337,0.127203101953149
1 Jan 2025 00:55:44.000,263.34,7.328,3867.37871,-5781.562478,4379.591627,3046.191988,-4.571916,-2.766186,-4.703966,2546515.608,3913903.765,4338462.085,-0.985139204983035,-0.115030068376921,0.12754932447722
1 Jan 2025 00:55:45.000,263.245,7.348,3865.528,-5786.132027,4376.823652,3041.486774,-4.567179,-2.769771,-4.706464,2546156.896,3913936.344,4338643.226,-0.984902849787828,-0.116658088071222,0.127895531459793
1 Jan 2025 00:55:46.000,263.15,7.368,3863.685069,-5790.696837,4374.052093,3036.779064,-4.562439,-2.773354,-4.708959,2545798.177,3913968.896,4338824.357,-0.984663684332077,-0.118285625820791,0.128241722858684
1 Jan 2025 00:55:47.000,263.054,7.387,3861.849922,-5795.256905,4371.276951,3032.068861,-4.557695,-2.776936,-4.711449,2545439.423,3914001.424,4339005.495,-0.984421844233531,-0.119930129357329,0.128570590214824
1 Jan 2025 00:55:48.000,262.959,7.407,3860.022575,-5799.812227,4368.498229,3027.35617,-4.552947,-2.780514,-4.713936,2545080.661,3914033.925,4339186.623,-0.984177038354843,-0.121556688256242,0.128916751104208
1 Jan 2025 00:55:49.000,262.864,7.427,3858.203043,-5804.362799,4365.71593,3022.640994,-4.548195,-2.784091,-4.716418,2544721.922,3914066.395,4339367.728,-0.983929425177969,-0.123182750062013,0.129262896285477
1 Jan 2025 00:55:50.000,262.768,7.447,3856.391331,-5808.908617,4362.930055,3017.923338,-4.543439,-2.787665,-4.718897,2544363.146,3914098.841,4339548.839,-0.983676827243361,-0.124825478157568,0.129609025716455
1 Jan 2025 00:55:51.000,262.672,7.466,3854.587458,-5813.449678,4360.140607,3013.203205,-4.53868,-2.791237,-4.721372,2544004.393,3914131.258,4339729.926,-0.983423616477378,-0.126467979493905,0.129937834048762
1 Jan 2025 00:55:52.000,262.577,7.486,3852.791429,-5817.985978,4357.347588,3008.480599,-4.533917,-2.794807,-4.723843,2543645.604,3914163.65,4339911.019,-0.983167536280701,-0.128092515387101,0.130283932645367
1 Jan 2025 00:55:53.000,262.481,7.505,3851.00326,-5822.517513,4354.551001,3003.755523,-4.529151,-2.798374,-4.72631,2543286.807,3914196.015,4340092.103,-0.982908648915572,-0.12973398727068,0.13061271160885
1 Jan 2025 00:55:54.000,262.385,7.524,3849.222966,-5827.044279,4351.750848,2999.027983,-4.52438,-2.801939,-4.728773,2542928.033,3914228.35,4340273.163,-0.982646913083794,-0.131374936784114,0.130941476209259
1 Jan 2025 00:55:55.000,262.289,7.544,3847.450551,-5831.566274,4348.94713,2994.297981,-4.519606,-2.805502,-4.731233,2542569.252,3914260.657,4340454.215,-0.982380059308481,-0.133015051378552,0.131287528653054
1 Jan 2025 00:55:56.000,262.193,7.563,3845.686035,-5836.083492,4346.139851,2989.565521,-4.514828,-2.809063,-4.733688,2542210.435,3914292.941,4340635.272,-0.982112624545983,-0.134654936218775,0.1316162636581
1 Jan 2025 00:55:57.000,262.096,7.582,3843.929422,-5840.595931,4343.329012,2984.830608,-4.510047,-2.812621,-4.73614,2541851.611,3914325.197,4340816.321,-0.98183996558009,-0.136311419686187,0.131944984189716
1 Jan 2025 00:55:58.000,262,7.601,3842.180732,-5845.103586,4340.514616,2980.093246,-4.505261,-2.816177,-4.738588,2541492.78,3914357.426,4340997.36,-0.981566812756867,-0.137950219181016,0.132273690211752
1 Jan 2025 00:55:59.000,261.904,7.62,3840.439967,-5849.606454,4337.696665,2975.353437,-4.500473,-2.819731,-4.741032,2541133.971,3914389.625,4341178.376,-0.981290816845758,-0.139588470673044,0.132602381688062
1 Jan 2025 00:56:00.000,261.807,7.639,3838.707145,-5854.104531,4334.875162,2970.611186,-4.49568,-2.823282,-4.743472,2540775.155,3914421.797,4341359.383,-0.981009513936168,-0.141243290923351,0.132931058582502
1 Jan 2025 00:56:01.000,261.71,7.658,3836.982281,-5858.597814,4332.050108,2965.866498,-4.490884,-2.826831,-4.745908,2540416.303,3914453.945,4341540.396,-0.980725312703428,-0.142897543083722,0.133259720858926
1 Jan 2025 00:56:02.000,261.614,7.676,3835.265377,-5863.086299,4329.221507,2961.119375,-4.486084,-2.830378,-4.74834,2540057.445,3914486.065,4341721.399,-0.980443043520602,-0.144534450020268,0.13357107160384
1 Jan 2025 00:56:03.000,261.517,7.695,3833.556455,-5867.569982,4326.389359,2956.369821,-4.48128,-2.833923,-4.750769,2539698.608,3914518.156,4341902.38,-0.980153083044787,-0.146187560058048,0.133899705309885
1 Jan 2025 00:56:04.000,261.42,7.714,3831.855516,-5872.048859,4323.553669,2951.617842,-4.476472,-2.837465,-4.753193,2539339.736,3914550.222,4342083.366,-0.97986022770257,-0.14784008632503,0.134228324291397
1 Jan 2025 00:56:05.000,261.323,7.732,3830.162582,-5876.522927,4320.714437,2946.86344,-4.471661,-2.841005,-4.755614,2538980.885,3914582.258,4342264.328,-0.979566800105268,-0.149492377851542,0.134539633921825
